"4-1163","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1163","
BCDirect","0.34263264","1oz AAA Bubba Kush Indoor BC Bud","Indoor AAA Organic BC Bud A sweet earthy strain that is an indica dominant hybrid Bubba Kush is a cross between Bubble Gum and Kush. It has an intense and relaxing high that starts in your head and moves down into your body. Dense nugs foresty kush smell good strain for after work. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x2b5dc69c108c7202a6040be365f5eb1d62a10653-m.jpg.pagespeed.ic.rVUYS9rOCd.jpg","1401490546","Canada",
"4-1162","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1162","
BCDirect","0.34263264","1oz Grade A Hash","Grade A Hash. Great high strong but smooth Rich taste Medium Soft preformed pucks. It is very dark brown on the exterior and medium brown blond on the inside when broken or torn apart. It s medium soft to start with and softens more in the fingers or against heat. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/8ea071605f88657fdaa801cc99118152ffdcb4d0-m.jpg","1401490551","Canada",
"4-1175","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1175","
BCDirect","0.60912469","1.8oz Master Kush AAA Indoor BC Bud","Top quality AAA indoor MK Master Kush is a cross between Hindu Kush and Skunk. Heavily frosted it has a smooth smoke that mellows and relaxes the body. Potent sweet citrusy and earthy with subtle hints of pine and spice. The high energizes the mind and the appetite. Good all over buzz with some couch lock tendencies. Indoor organic. 50 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/6ef73f30fbaacb7aaeeec0bed56658b8175afe7f-m.jpg","1401490555","Canada",
"4-1164","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1164","
BCDirect","0.30456234","1oz AAA Critical Plus BC Bud Greenhouse","Organic greenhouse BC Bud winner of the 1st High Life Cup in Barcelona One of Dinafem s flagship varieties it won the 1st High Life Cup in Barcelona. Intense fruity and skunky aroma with great aftertaste. This indica dominant looks like a sativa with fluffy buds and a strong body and mind stone. Organically grown in a greenhouse. 29 grams","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x6e65393b749c22b53d9c9bb0b381a0e7ce21023d-m.jpg.pagespeed.ic.T1r2M8yY9S.jpg","1401490542","Canada",
"4-1165","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1165","
BCDirect","0.34263264","1oz Vintage 2006 AAA Greenhouse BC Bud","Popular medicinal strain grown organically Lots of flavor and with a strong long lasting high. An indica dominant Indica sativa hybrid with pronounced sativa elements. Popular medicinal strain. It has a sweet citrusy smell and hits users quickly with an energizing happy high. Good for daytime use. Greenhouse Organic. 29 grams","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xecc917ea6f3a161e1c75132526afb0cd22aafb55-m.jpg.pagespeed.ic.u139Nh-RkB.jpg","1401490539","Canada",
"4-1166","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1166","
BCDirect","0.34263264","1oz Jack Haze AAA Indoor BC Bud","Top quality AAA indoor sativa dominant A cross between Jack Herer and Super Silver Haze this is a sativa dominant hybrid. Energizing and uplifting racy and euphoric great for daytime use the strain is like drinking a strong cup of coffee. Leaves users feeling clear headed and creative. Jack Haze is very potent with fluffy elongated dark green buds with a sweet lemon pine aroma. Smooth smoke with sweet taste no coughing. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x800cad5d2e8135ccf40475d0cd46ee7a240caec6-m.jpg.pagespeed.ic.fhbbwbU_Qq.jpg","1401490534","Canada",
"4-1167","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1167","
BCDirect","0.34263264","1oz Master Kush AAA Indoor BC Bud","Top quality AAA indoor MK Master Kush is a cross between Hindu Kush and Skunk. Heavily frosted it has a smooth smoke that mellows and relaxes the body. Potent sweet citrusy and earthy with subtle hints of pine and spice. The high energizes the mind and the appetite. Good all over buzz with some couch lock tendencies. Indoor organic. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x6ef73f30fbaacb7aaeeec0bed56658b8175afe7f-m.jpg.pagespeed.ic.oV8XFGjaJS.jpg","1401490531","Canada",
"4-1168","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1168","
BCDirect","0.34263264","1oz Purple Kush AAA BC Indoor","Indoor organic PK This 100 indica from California is a cross between Hindu Kush and Purple Afghani. It has dark green dense buds with hints of purple. This all indica strain has a spicy berry flavour and a long lasting high. Rated one of the ten most powerful strains in the world. Indoor organic. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xb0a97ecad0664a247739980f0575e16344130741-m.jpg.pagespeed.ic.pmllYCx9ao.jpg","1401490527","Canada",
"4-1169","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1169","
BCDirect","0.19796552","1oz Grade A Indoor Bud Shake","Bud Shake Just as it implies a mix of smaller buds and shake from our other indoor products. Mostly crystalized buds and leaf flower parts some thc sand may contain some stock although we try to pick out most large stems . A fine smelling crystal crumble. Strains vary and sometimes are mixed. Good to smoke or cook with. 29 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xd1e66af55623b51a210cf03ce398de2bf367e0fe-m.jpg.pagespeed.ic.i3HWEOnfWJ.jpg","1401490524","Canada",
"4-1170","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1170","
BCDirect","0.30456234","1.8oz Grade A Indoor Bud Shake","Grade A Indoor Bud Shake Just as it implies a mix of smaller buds and shake from our other indoor products. Mostly crystalized buds and leaf flower parts some thc sand may contain some stock although we try to pick out most large stems . A fine smelling crystal crumble. Strains vary and sometimes are mixed. Good to smoke or cook with. 50 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/d1e66af55623b51a210cf03ce398de2bf367e0fe-m.jpg","1401490519","Canada",
"4-588","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/588","
blade","0.09129108","1x20mg 1x15mg 1x10mg oxcodone 1x20mg oxynorm","thats 65mg for 65. 6.50 express postage","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/46ae401559f254ac2989823dd6b72f8f1a249ef6-m.jpg","1402277258","Australia",
"4-578","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/578","
blade","0.03022775","1g weed outdoor","1 gram of some nice outdoor weed","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x8682ba5ace4a3b146837b5e4a9d0575c231f52a7-m.jpg.pagespeed.ic.g60LGiFl3p.jpg","1402277261","Australia",
"4-567","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/567","
blade","0.01301184","1x 10mg oxynorm","1x 10mg oxynorm","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1402277265","Australia",
"4-1315","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1315","
blade","0.24817944","0.25g crystal meth express","big shards burns long and clean","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/906b13a5e404bfdc349e0b6549bfd6014ce33fbe-m.jpg.pagespeed.ce.BFhbObA9Ej.jpg","1402277291","Australia",
"4-1310","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1310","
blade","0.09938628","7g Psilocybe cubensis Gold Tops","7g Psilocybe cubensis Gold Tops These give a great trip dried ready to consume however you like. can send caps if needed. thanks","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/eb631248c41411e2e3e1e78155c47bdcff93ca69-m.jpg.pagespeed.ce.X4aStO2uqO.jpg","1402277301","Australia",
"4-1309","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1309","
blade","0.08109743","5x 1200mcg 25i NBOMe blotters","5 tabs shrooms print. 1200mcg blotters","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xc976fbf9fca133f9ff94c4f5c35383ea276e9715-m.jpg.pagespeed.ic.sWFfaSn5Xn.jpg","1402277304","Australia",
"4-576","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/576","
blade","0.03498942","1x 20mg oxynorm free express","1x 20mg oxynorm","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x8b4551778e925dcd6ddd6419c4763bfa0ab2f2c0-m.jpg.pagespeed.ic.WofosQwKxu.jpg","1401832977","Australia",
"4-686","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/686","
blade","0.03436332","2x 1200mcg 25i NBOMe blotters","These are 25c NBOMe HPBCD complexed blotters. Psilocybe Cubensis print.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1402277729","Australia",
"4-566","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/566","
blade","0.07593224","3x 15mg oxycodone OC stamp","3x 15mg oxycodone pills OC stamp. i will upload pics when im able to some problems atm. thankyou","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1401832609","Australia",
"4-555","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/555","
blade","0.03123695","1x 20mg oxycodone OC express","1x 20mg oxycodone OC stamp free express","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x8b4551778e925dcd6ddd6419c4763bfa0ab2f2c0-m.jpg.pagespeed.ic.WofosQwKxu.jpg","1402277784","Australia",
"4-630","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/630","
blade","0.08865736","3.5g outdoor weed","this is nice outdoor bud. 3.5 grams.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1402277739","Australia",
"4-1300","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1300","
blade","0.07010117","gold tops Psilocybe cubensis 3.5grams dry","these are very strong gold top shrooms and they give a nice trip with great visuals. they will be pressed into caps. 1 cap is enough for a good trip. 2 is more than enough for the more experienced. express","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/eb631248c41411e2e3e1e78155c47bdcff93ca69-m.jpg.pagespeed.ce.X4aStO2uqO.jpg","1402277331","Worldwide",
"4-1301","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1301","
blade","0.03562171","100mg seroquel x3","3x 100mg seroquel pills","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1402277328","Australia",
"4-1302","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1302","
blade","0.04129853","3x 30mg Mirtazapine","3x 30mg Mirtazapine good sleepers.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/b1d55261edc96d9fa529432d8b41400ee4318e87-m.jpg.pagespeed.ce.o7js-1zDDu.jpg","1402277324","Australia",
"4-426","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/426","
Bungee54","0.44921896","10g crystal MDMA white or tan random","10g crystal MDMA directly from the chemist. White or Tan crystal random. Higher chance on White. Very clean and potent gear. Passes all reagent tests. Comes pulverized for stealth reasons.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x7d6955ea9318ecd06e23776b6186c984d47c24b3-m.jpg.pagespeed.ic.jRSmlzVo1l.jpg","1401490751","Belgium",
"4-444","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/444","
Bungee54","0.85549099","FE SPECIAL LISTING 5g Peruvian Bungaine","5g Peruvian Bungaine Cocaine 80 Lab tested independently by PineAppleLove.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xdd89a57273b43b184a453c6f15c7e2cc96057e78-m.jpg.pagespeed.ic.AZzlp5tHT9.jpg","1401490744","Belgium",
"4-440","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/440","
Bungee54","0.19263373","FE SPECIAL LISTING 1g Peruvian Bungaine","1g Peruvian Bungaine Cocaine 80 Lab tested independently by PineAppleLove.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xdd89a57273b43b184a453c6f15c7e2cc96057e78-m.jpg.pagespeed.ic.AZzlp5tHT9.jpg","1401490748","Belgium",
"4-447","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/447","
Bungee54","0.27816905","FE SPECIAL LISTING 100 Red Heart XTC Pil","100 Red Heart XTC Pills 155mg MDMA","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xa87cdf440879ee05535cc59d38bf04da7752dcd2-m.jpg.pagespeed.ic.Tf0yYlnuZT.jpg","1401490741","Belgium",
"4-448","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/448","
Bungee54","1.21064679","FE SPECIAL LISTING 250 Red Heart XTC Pil","250 Red Heart XTC Pills 155mg MDMA","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/a87cdf440879ee05535cc59d38bf04da7752dcd2-m.jpg","1401490737","Belgium",
"4-838","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/838","
Bungee54","0.42785587","50 Bugatti XTC pills 200mg MDMA content","50 Bugatti XTC pills 200mg MDMA content","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xd767e887d6b3d2815d62f190172237b0dd02511d-m.jpg.pagespeed.ic.hmN5QuLWjS.jpg","1401490679","Belgium",
"4-839","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/839","
Bungee54","0.26335037","25 Bugatti XTC pills 200mg MDMA content","25 Bugatti XTC pills 200mg MDMA content","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xd767e887d6b3d2815d62f190172237b0dd02511d-m.jpg.pagespeed.ic.hmN5QuLWjS.jpg","1401490674","Belgium",
"4-843","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/843","
Bungee54","0.18195219","10 LSD 150ug Twin Tabs","10 Tabs of Twins Tested 150 mycro","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xa9982303f205673891d44e7a005b6eb2ff347feb-m.jpg.pagespeed.ic.TSb3y56wK9.jpg","1401490662","Belgium",
"4-842","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/842","
Bungee54","0.35086578","20 LSD 150ug Twins Tabs","20 Tabs of Twins Tested 150 mycro","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xa9982303f205673891d44e7a005b6eb2ff347feb-m.jpg.pagespeed.ic.TSb3y56wK9.jpg","1401490666","Belgium",
"4-841","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/841","
Bungee54","0.68444109","40x LSD 150ug Twins Tabs","40 Tabs of Twins Tested 150 mycro","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xa9982303f205673891d44e7a005b6eb2ff347feb-m.jpg.pagespeed.ic.TSb3y56wK9.jpg","1401490670","Belgium",
"4-431","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/431","
Bungee54","2.77991129","FE SPECIAL LISTING 100g crystal MDMA","100g crystal MDMA directly from the chemist. White or Tan crystal random. Higher chance on White. Very clean and potent gear. Passes all reagent tests. Comes pulverized for stealth reasons.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x7d6955ea9318ecd06e23776b6186c984d47c24b3-m.jpg.pagespeed.ic.jRSmlzVo1l.jpg","1401490393","Belgium",
"4-840","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/840","
Bungee54","0.12855090","10 Bugatti XTC pills 200mg MDMA content","10 Bugatti XTC pills 200mg MDMA content","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/d767e887d6b3d2815d62f190172237b0dd02511d-m.jpg","1401490390","Belgium",
"4-439","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/439","
Bungee54","0.21401756","1g Peruvian Bungaine Cocaine 80","1g Peruvian Bungaine Cocaine 80 Lab tested independently by PineAppleLove","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xdd89a57273b43b184a453c6f15c7e2cc96057e78-m.jpg.pagespeed.ic.AZzlp5tHT9.jpg","1401490389","Belgium",
"4-423","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/423","
Bungee54","0.26143248","5g crystal MDMA white or tan random","5g crystal MDMA directly from the chemist. White or Tan crystal random. Higher chance on White. Very clean and potent gear. Passes all reagent tests. Comes pulverized for stealth reasons.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x7d6955ea9318ecd06e23776b6186c984d47c24b3-m.jpg.pagespeed.ic.jRSmlzVo1l.jpg","1401490368","Belgium",
"4-429","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/429","
Bungee54","0.82373307","FE SPECIAL LISTING 25g MDMA SPECIAL PRICE","25g crystal MDMA directly from the chemist. White or Tan crystal random. Higher chance on White. Very clean and potent gear. Passes all reagent tests. Comes pulverized for stealth reasons.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x7d6955ea9318ecd06e23776b6186c984d47c24b3-m.jpg.pagespeed.ic.jRSmlzVo1l.jpg","1401490364","Worldwide",
"4-430","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/430","
Bungee54","1.49752343","FE SPECIAL LISTING 50g crystal MDMA","50g crystal MDMA directly from the chemist. White or Tan crystal random. Higher chance on White. Very clean and potent gear. Passes all reagent tests. Comes pulverized for stealth reasons.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/x7d6955ea9318ecd06e23776b6186c984d47c24b3-m.jpg.pagespeed.ic.jRSmlzVo1l.jpg","1401490359","Belgium",
"4-445","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/445","
Bungee54","0.13918453","FE SPECIAL LISTING 50 Red Heart XTC Pills","50 Red Heart XTC Pills 155mg MDMA","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xa87cdf440879ee05535cc59d38bf04da7752dcd2-m.jpg.pagespeed.ic.Tf0yYlnuZT.jpg","1402277791","Belgium",
"4-350","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/350","
conscriptt","0.00330017","How to stay anonymous in Mexico","how to find a job housing and other info to stay off the radar while in hiding.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1401490751","Worldwide",
"4-352","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/352","
conscriptt","0.11656167","Burner phone with 30 days service","30 day disposable phone number. Unlimited talk and text for 30 days. Nationwide coverage. 16 hour talk time before recharge. 30 day standby time before recharge. Arrives fully charged. Power cord included. Completely anonymous. 30 days starts from when you first use phone. sim card included. works in usa only.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/xd0f1f941e0bb292b8cb4d06e6662811621c300e3-m.jpg.pagespeed.ic.TlDGBYpmup.jpg","1401490747","United States of America",
"4-587","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/587","
conscriptt","0.06226357","Anonymous Burner Sim Cards For USA","Each additional Burner SIM Card provides a new 30 day disposable telephone number and can be activated whenever needed. Cards do not expire for 2 years and are excellent for storage in bug out bags or for emergency use. Each card provides 30 Day Disposable Phone Number Unlimited Nationwide Long Distance Unlimited International Text Messaging T Mobile Nationwide Network","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/no-image-m.png.pagespeed.ce.F2bzfJ0k86.png","1401490727","United States of America",
"4-1209","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1209","
DabsBank_Market","0.06091247","1g Budder Amber High Quality","Budder concentrate made from high quality Jack Herer trim. Gold in color and handles like whipped budder. Does not spatter or sizzle under heat. Purged of solvent underneath a vacuum. Sold in 1g containers.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/a41f3649834e7ad4b1caa67ad8664711eda783ba-m.jpg","1401755172","United States of America",
"4-1210","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1210","
DabsBank_Market","0.06395809","1g Shatter Budder","Product is opaque not transparent or translucent but still breaks apart shatters at room temperature. Does not sizzle or spatter under heat.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/123e52a82a977502a737ed61fa41cf381799868e-m.jpg","1401755168","Worldwide",
"4-1211","Black Bank","http://wztyb7vlfcw6l4xd.onion/item/1211","
DabsBank_Market","0.03045623","1g BHO Applicator","Hash Oil made with butane. Sold in 1g applicator for ease of use. Does not sizzle spatter under heat.","http://wztyb7vlfcw6l4xd.onion/image/modules/freedomshop/uploads/8775e4aec7c48525b7c6941feaa083b513ba5b9a-m.jpg","1401755164","Worldwide",
