14,12,2014,8104
15,10,2015,9396
16,10,2014,11987
17,8,2015,16336
18,8,2014,105909
19,6,2015,14183
20,6,2014,16750
21,4,2015,2825
22,2,2016,29487
23,2,2015,10255
24,11,2015,28497
25,11,2014,24128
26,9,2015,2972
27,9,2014,4055
28,7,2015,52774
29,7,2014,13171
30,5,2015,11588
31,3,2016,192147
31,5,2014,8938
1,4,2016,6022
1,6,2014,8944
2,4,2015,101798
3,2,2016,34438
4,2,2015,29
5,11,2015,1902
6,11,2014,1962
7,9,2015,14381
8,9,2014,12294
9,7,2015,142096
10,7,2014,3535
11,5,2015,24202
12,3,2016,7762
12,5,2014,1165
13,3,2015,7261
14,1,2016,35673
14,12,2015,153588
15,1,2015,4798
15,12,2014,8881
16,10,2015,5636
17,10,2014,12047
18,8,2015,19758
19,8,2014,13662
20,6,2015,91992
21,6,2014,19442
22,4,2015,378328
23,2,2016,20737
24,2,2015,8511
25,11,2015,29584
26,11,2014,164730
27,9,2015,4275
28,9,2014,12602
29,7,2015,12583
30,7,2014,14518
31,5,2015,257748
1,1,1970,6
1,6,2015,464080
2,4,2016,4010
2,6,2014,10979
3,4,2015,32
4,2,2016,32035
5,2,2015,7482
6,11,2015,81770
7,11,2014,219042
8,9,2015,10440
9,9,2014,9237
10,7,2015,19704
11,7,2014,34842
12,5,2015,15201
13,3,2016,9085
13,5,2014,3465
14,3,2015,315082
15,1,2016,24866
15,12,2015,10890
16,1,2015,3481
16,12,2014,38725
17,10,2015,8930
18,10,2014,6542
19,8,2015,11617
20,8,2014,66363
21,6,2015,40700
22,6,2014,34697
23,4,2015,36161
24,2,2016,26372
24,4,2014,1557
25,2,2015,6920
26,11,2015,32653
27,11,2014,18625
28,9,2015,6074
29,9,2014,11027
30,7,2015,82875
31,7,2014,40128
1,8,2014,12161
2,6,2015,23558
3,4,2016,6179
3,6,2014,39019
4,4,2015,10254
5,2,2016,7787
6,2,2015,7483
7,11,2015,36371
8,11,2014,87575
9,9,2015,18593
10,9,2014,12386
11,7,2015,27627
12,7,2014,63621
13,5,2015,9292
14,3,2016,2922
14,5,2014,43741
15,3,2015,1675
16,1,2016,17220
16,12,2015,12958
17,1,2015,4360
17,12,2014,9481
18,10,2015,7481
19,10,2014,602
20,8,2015,11380
21,8,2014,3134
22,6,2015,15274
23,6,2014,15304
24,4,2015,8340
25,2,2016,24256
26,2,2015,7641
27,11,2015,6061
28,11,2014,22297
29,9,2015,9784
30,9,2014,10911
31,7,2015,18556
1,8,2015,6232
2,8,2014,13782
3,6,2015,16294
4,4,2016,2195
4,6,2014,81254
5,4,2015,5891
6,2,2016,34575
7,2,2015,6736
8,11,2015,23369
9,11,2014,15652
10,9,2015,16005
11,9,2014,20309
12,7,2015,17675
13,7,2014,29120
14,5,2015,9200
15,3,2016,20948
15,5,2014,20341
16,3,2015,4458
17,1,2016,37759
17,12,2015,26783
18,1,2015,919
18,12,2014,22542
19,10,2015,9169
20,10,2014,7882
21,8,2015,9277
22,8,2014,308330
23,6,2015,29363
24,6,2014,19806
25,4,2015,12108
26,2,2016,16383
26,4,2014,5893
27,2,2015,1602
28,11,2015,21967
29,11,2014,2925
30,9,2015,6511
1,10,2014,12369
2,8,2015,20145
3,8,2014,24523
4,6,2015,12214
5,4,2016,6256
5,6,2014,13754
6,4,2015,3714
7,2,2016,47390
8,2,2015,5916
9,11,2015,46787
10,11,2014,18398
11,9,2015,9961
12,9,2014,38089
13,7,2015,18473
14,7,2014,10567
15,5,2015,12877
16,3,2016,5023
16,5,2014,7430
18,1,2016,32959
18,12,2015,13514
19,1,2015,3372
21,10,2014,20585
22,8,2015,11996
23,8,2014,99391
24,6,2015,63475
25,6,2014,17845
26,4,2015,19282
27,2,2016,10635
27,4,2014,9541
28,2,2015,6585
29,11,2015,25226
30,11,2014,19177
1,10,2015,15035
2,10,2014,12300
3,8,2015,14615
4,8,2014,29663
5,6,2015,9250
6,4,2016,4988
6,6,2014,166436
7,4,2015,5490
8,2,2016,28859
9,2,2015,4691
10,11,2015,941
11,11,2014,19648
12,9,2015,4746
13,9,2014,12283
14,7,2015,16792
15,7,2014,61250
16,5,2015,163
17,3,2016,11483
17,5,2014,4275
19,1,2016,14862
19,12,2015,6038
20,1,2015,4301
20,12,2014,12126
22,10,2014,14977
23,8,2015,54291
24,8,2014,15644
25,6,2015,71098
26,6,2014,49488
27,4,2015,12841
28,2,2016,2916
30,11,2015,9321
1,1,2015,2806
1,12,2014,15604
2,10,2015,14226
3,10,2014,12301
4,8,2015,16408
5,8,2014,10594
6,6,2015,8220
7,4,2016,1110
7,6,2014,13399
8,4,2015,70281
9,2,2016,38817
10,2,2015,3022
12,11,2014,28809
13,9,2015,9156
14,9,2014,116504
15,7,2015,76148
16,7,2014,12996
17,5,2015,23362
18,3,2016,7119
18,5,2014,14179
20,1,2016,29578
20,12,2015,8570
21,1,2015,6062
21,12,2014,7388
23,10,2014,14160
24,8,2015,25611
25,8,2014,16229
26,6,2015,26105
27,6,2014,12415
28,4,2015,15945
29,2,2016,31232
1,1,2016,24466
1,12,2015,18666
2,1,2015,1003
2,12,2014,11325
3,10,2015,7147
4,10,2014,9317
5,8,2015,24255
6,8,2014,14123
7,6,2015,634014
8,4,2016,7621
8,6,2014,9883
9,4,2015,1582
10,2,2016,34366
11,2,2015,165242
13,11,2014,29334
14,9,2015,6029
15,9,2014,11056
16,7,2015,15111
17,7,2014,15568
18,5,2015,6924
19,3,2016,5537
19,5,2014,24098
20,3,2015,3960
21,1,2016,33665
21,12,2015,14832
22,1,2015,3635
22,12,2014,9930
24,10,2014,13014
25,8,2015,10651
26,8,2014,30149
27,6,2015,36896
28,6,2014,15942
29,4,2015,13585
30,4,2014,4898
1,3,2015,7271
2,1,2016,26388
2,12,2015,31432
3,1,2015,18383
3,12,2014,19733
4,10,2015,7194
5,10,2014,78570
6,8,2015,9948
7,8,2014,10190
8,6,2015,166992
9,4,2016,10355
9,6,2014,62265
10,4,2015,631
11,2,2016,35499
12,2,2015,7533
13,11,2015,95177
14,11,2014,17765
15,9,2015,8188
16,9,2014,9755
17,7,2015,19489
18,7,2014,20641
19,5,2015,6729
20,3,2016,6260
20,5,2014,12859
21,3,2015,8358
22,1,2016,35307
22,12,2015,12034
23,1,2015,2104
23,12,2014,5388
25,10,2014,19390
26,8,2015,21846
27,8,2014,16466
28,6,2015,39758
29,6,2014,8197
30,4,2015,41127
1,3,2016,16965
1,5,2014,1064
2,3,2015,1830
3,1,2016,10227
3,12,2015,14915
4,1,2015,5970
4,12,2014,19223
5,10,2015,2267
6,10,2014,190753
7,8,2015,24038
8,8,2014,17985
9,6,2015,19954
10,4,2016,8835
10,6,2014,43477
11,4,2015,9959
12,2,2016,21302
13,2,2015,4704
14,11,2015,19834
15,11,2014,48365
16,9,2015,10094
17,9,2014,13381
18,7,2015,4565
19,7,2014,18681
20,5,2015,4550
21,3,2016,21190
21,5,2014,11935
23,1,2016,25336
23,12,2015,15832
24,1,2015,1023
24,12,2014,14492
26,10,2014,13663
27,8,2015,24751
28,8,2014,45158
29,6,2015,23834
30,6,2014,10489
,,,710845
1,5,2015,183923
2,3,2016,16128
2,5,2014,945
3,3,2015,57112
4,1,2016,26912
4,12,2015,4967
5,1,2015,8937
5,12,2014,15004
6,10,2015,6175
7,10,2014,15938
8,8,2015,604727
9,8,2014,13832
10,6,2015,54400
11,4,2016,3001
11,6,2014,12220
12,4,2015,1913
13,2,2016,47938
14,2,2015,1486
15,11,2015,13078
16,11,2014,12040
17,9,2015,8337
18,9,2014,54666
19,7,2015,17513
20,7,2014,21057
21,5,2015,880
22,3,2016,4852
22,5,2014,20034
23,3,2015,7953
24,1,2016,33693
24,12,2015,12828
25,1,2015,3238
25,12,2014,12868
26,10,2015,64437
27,10,2014,12967
28,8,2015,30901
29,8,2014,18370
30,6,2015,11338
1,7,2014,57792
2,5,2015,8875
3,3,2016,13123
3,5,2014,2350
4,3,2015,112945
5,1,2016,18405
5,12,2015,10806
6,1,2015,4685
6,12,2014,1777
7,10,2015,4964
8,10,2014,349
9,8,2015,45190
10,8,2014,28307
11,6,2015,49826
12,4,2016,769
12,6,2014,24376
13,4,2015,2278
14,2,2016,30555
15,2,2015,5564
16,11,2015,118754
17,11,2014,40403
18,9,2015,2221
19,9,2014,11390
20,7,2015,492200
21,7,2014,129878
22,5,2015,17942
23,3,2016,3315
23,5,2014,14353
25,1,2016,50995
25,12,2015,11204
26,1,2015,3813
26,12,2014,265
27,10,2015,1939
28,10,2014,4509
29,8,2015,27431
30,8,2014,19130
